City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,gashua,12.871,11.0482,32.79,33,9,3.27,NG,1692736188
366,utrik,11.2278,169.8474,28.46,74,20,6.62,MH,1692736188
367,saint-joseph,-21.3667,55.6167,21.37,82,21,6.24,RE,1692736188
368,barquisimeto,10.0739,-69.3228,31.35,45,100,6.69,VE,1692736188
369,lerwick,60.1545,-1.1494,13.0,92,100,6.62,GB,1692736189
370,buala,-8.145,159.5921,26.26,83,100,3.95,SB,1692736189
371,conceicao do araguaia,-8.2578,-49.2647,38.3,22,86,3.26,BR,1692736189
372,punta del este,-34.9667,-54.95,15.06,77,0,5.14,UY,1692736189
373,guanica,17.9716,-66.908,29.43,72,100,4.7,PR,1692736189
374,lucea,18.451,-78.1736,30.92,65,10,8.48,JM,1692736189
375,jamjamal,35.5365,44.8317,26.19,14,0,0.44,IQ,1692736139
376,kununurra,-15.7667,128.7333,12.99,76,56,1.54,AU,1692736190
377,san antonio de pale,-1.4014,5.6325,23.23,89,7,5.37,GQ,1692736190
378,savur,37.5388,40.8877,20.93,17,0,2.42,TR,1692736190
379,nuku'alofa,-21.1333,-175.2,21.19,60,40,3.6,TO,1692736190
380,ajaccio,42.0,8.9167,26.03,69,0,1.03,FR,1692736190
381,miranda do douro,41.4969,-6.2731,30.9,24,66,2.56,PT,1692736191
382,rusape,-18.5278,32.1284,15.99,25,0,2.76,ZW,1692736191
383,mirny,62.5353,113.9611,5.13,80,37,0.89,RU,1692735940
384,chibougamau,49.9168,-74.3659,18.79,42,100,5.66,CA,1692736191
385,nova vicosa,-17.8919,-39.3719,25.02,86,28,5.75,BR,1692736191
386,anadyr,64.75,177.4833,10.28,93,100,2.0,RU,1692736191
387,kamthi,21.2333,79.2,26.19,91,97,3.08,IN,1692736192
388,kodiak,57.79,-152.4072,12.73,100,75,1.54,US,1692736192
389,newman,37.3138,-121.0208,31.12,10,0,1.49,US,1692736192
390,umm kaddadah,13.6017,26.6876,31.27,40,98,4.8,SD,1692736192
391,ponta delgada,37.7333,-25.6667,21.4,64,20,3.09,PT,1692736192
392,lompoc,34.6391,-120.4579,31.5,70,20,5.14,US,1692735983
393,neryungri,56.6709,124.6491,7.49,91,40,2.37,RU,1692736193
394,kapa'a,22.0752,-159.319,29.18,81,100,5.66,US,1692736193
395,mangai,-4.05,19.5333,28.4,46,90,0.85,CD,1692736193
396,kibaya,-5.3,36.5667,17.42,66,2,3.04,TZ,1692736193
397,ormara,25.2088,64.6357,26.65,86,100,7.58,PK,1692736193
398,valparaiso,-33.0393,-71.6273,16.11,95,100,7.72,CL,1692736031
399,shunyi,40.125,116.6453,20.53,100,0,1.0,CN,1692736193
400,nadi,-17.8,177.4167,22.0,68,20,5.14,FJ,1692735968
401,malanje,-9.5402,16.341,25.8,32,36,2.48,AO,1692736194
402,eraan,9.0629,117.7016,25.34,85,99,1.16,PH,1692736194
403,borovskoy,53.8,64.15,14.45,82,98,3.46,KZ,1692736194
404,arar,30.9753,41.0381,38.01,10,40,0.0,SA,1692736194
405,nanao,37.05,136.9667,27.4,93,14,0.77,JP,1692736194
406,tanhacu,-14.0214,-41.2481,32.31,31,44,2.65,BR,1692736195
407,sinjar,36.3209,41.8754,34.45,19,0,4.67,IQ,1692736195
408,christchurch,-43.5333,172.6333,3.3,86,35,0.51,NZ,1692736032
409,champerico,14.3,-91.9167,34.3,71,100,4.02,GT,1692736195
410,tazovsky,67.4667,78.7,9.37,93,100,2.47,RU,1692736195
411,rubio,7.7013,-72.3557,31.47,56,77,4.15,VE,1692736195
412,usinsk,65.9939,57.5281,8.0,92,80,5.33,RU,1692736196
413,west bay,19.3667,-81.4167,26.04,89,40,5.66,KY,1692736196
414,sittwe,20.15,92.9,26.72,85,100,1.94,MM,1692736196
415,severo-yeniseyskiy,60.3725,93.0408,11.78,85,100,1.76,RU,1692736196
416,januaria,-15.4833,-44.3667,34.67,17,45,2.26,BR,1692736196
417,pontes e lacerda,-15.2261,-59.3353,38.52,15,12,3.5,BR,1692736196
418,santa marta de ortigueira,43.6833,-7.85,22.36,84,100,0.45,ES,1692736197
419,itoman,26.1247,127.6694,27.43,87,20,1.03,JP,1692736197
420,nosy varika,-20.5833,48.5333,20.74,87,49,2.29,MG,1692736197
421,cuyo,10.8525,121.0086,28.05,74,100,4.44,PH,1692736197
422,sao felix do xingu,-6.6447,-51.995,31.91,42,72,0.63,BR,1692736197
423,bel ombre,-4.6167,55.4167,25.91,78,20,5.14,SC,1692736198
424,hilo,19.7297,-155.09,27.01,88,75,2.24,US,1692736198
425,varzea da palma,-17.5981,-44.7308,32.66,12,10,0.76,BR,1692736198
426,mili,6.0815,171.735,28.28,75,65,3.1,MH,1692736198
427,dali,25.7,100.1833,17.36,95,100,1.01,CN,1692736198
428,queenstown,-31.8976,26.8753,13.7,28,6,5.71,ZA,1692736198
429,al ghayzah,16.2079,52.176,26.55,88,63,4.66,YE,1692736199
430,taltal,-25.4,-70.4833,19.29,64,23,2.26,CL,1692736199
431,sabang,5.8933,95.3214,27.87,78,100,5.29,ID,1692736199
432,fort mcmurray,56.7268,-111.381,22.77,56,40,3.09,CA,1692736171
433,jogeva,58.7467,26.3939,14.94,98,100,2.82,EE,1692736199
434,kokoda,-8.8785,147.7407,22.34,96,89,0.69,PG,1692736200
435,vasa,22.6667,72.7333,28.16,73,100,3.94,IN,1692736200
436,darwin,-12.4611,130.8418,21.61,86,0,1.79,AU,1692736200
437,kayangel,8.0823,134.7173,28.05,79,10,5.05,PW,1692736201
438,vilyuysk,63.7553,121.6247,8.52,68,90,2.79,RU,1692736201
439,kyren,51.6828,102.1408,9.32,88,18,0.8,RU,1692736202
440,ath thawrah,35.8469,38.5443,30.95,38,0,5.46,SY,1692736203
441,ebon,4.582,168.6964,28.72,69,83,4.33,MH,1692736204
442,chabua,27.4825,95.1736,23.16,100,100,0.54,IN,1692736205
443,bol,13.4586,14.7147,28.21,72,7,4.0,TD,1692736205
444,rawson,-43.3002,-65.1023,12.51,30,5,10.18,AR,1692736206
445,yashkul',46.1711,45.3435,27.33,31,0,4.81,RU,1692736206
446,yanchep,-31.55,115.6833,9.6,83,14,2.41,AU,1692736207
447,berwick-upon-tweed,55.7833,-2.0,17.13,87,6,5.46,GB,1692736208
448,lebowakgomo,-24.2,29.5,19.5,19,2,2.8,ZA,1692736208
449,shache,38.4167,77.2406,27.06,19,79,3.93,CN,1692736208
450,whittlesea,-32.1759,26.8244,13.51,32,17,8.68,ZA,1692736209
451,pozarevac,44.6153,21.1825,23.39,53,1,0.91,RS,1692736209
452,horta,38.5333,-28.6333,21.8,66,20,1.79,PT,1692736209
453,akureyri,65.6835,-18.0878,11.96,58,100,2.57,IS,1692735923
454,salatiga,-7.3319,110.4928,21.33,91,25,1.68,ID,1692736209
455,midvagur,62.0511,-7.1939,12.46,100,100,2.06,FO,1692736210
456,theunissen,-28.411,26.7011,8.7,39,0,1.68,ZA,1692736210
457,san patricio,28.017,-97.5169,29.36,81,100,10.32,US,1692736210
458,gonabad,34.3529,58.6837,24.27,29,0,3.71,IR,1692736211
459,kimbe,-5.5502,150.1429,25.16,87,100,1.88,PG,1692736211
460,barrington,41.7407,-71.3087,27.22,46,75,5.66,US,1692736211
461,pacocha,-17.5833,-71.3333,19.08,77,100,5.14,PE,1692736212
462,alenquer,-1.9417,-54.7383,31.36,49,67,2.29,BR,1692736212
463,turkmenbasy,40.0222,52.9552,24.43,41,0,2.06,TM,1692736213
464,hami,42.8,93.45,26.18,16,3,5.4,CN,1692736213
465,poronaysk,49.2167,143.1167,20.7,96,99,0.41,RU,1692736213
466,andalgala,-27.5819,-66.3165,32.73,2,75,3.69,AR,1692736214
467,fort st. john,56.2499,-120.8529,19.94,60,75,2.06,CA,1692736206
468,canatlan,24.5167,-104.7833,21.54,50,91,5.24,MX,1692736214
469,selkirk,50.1436,-96.8845,21.77,74,100,1.34,CA,1692736157
470,chittaurgarh,24.8833,74.6333,24.62,85,100,5.46,IN,1692736215
471,kursk,51.7303,36.1939,17.11,93,27,4.02,RU,1692736215
472,sirte,31.2089,16.5887,27.2,73,41,3.72,LY,1692736215
473,bonthe,7.5264,-12.505,25.75,88,100,3.16,SL,1692736216
474,al bawiti,28.3492,28.8659,30.07,30,0,2.64,EG,1692735998
475,kuala belait,4.5833,114.1833,25.09,88,93,1.13,BN,1692736216
476,nieuw amsterdam,5.8833,-55.0833,35.01,46,20,2.57,SR,1692736216
477,medicine hat,50.0501,-110.6683,20.55,76,100,3.09,CA,1692736217
478,el granada,37.5027,-122.4694,31.61,69,0,4.63,US,1692736217
479,mogocha,53.7333,119.7667,7.51,87,95,2.35,RU,1692736217
480,yung shue wan,22.2333,114.1167,29.86,83,99,0.89,HK,1692736218
481,bamboo flat,11.7,92.7167,26.83,83,100,4.1,IN,1692736218
482,igrim,63.1906,64.4162,7.81,94,99,2.18,RU,1692736218
483,puerto baquerizo moreno,-0.9,-89.6,24.55,78,75,6.69,EC,1692736219
484,caibarien,22.5206,-79.4669,31.62,74,15,6.99,CU,1692736219
485,mount isa,-20.7333,139.5,15.87,29,0,5.14,AU,1692736219
486,madison heights,42.4859,-83.1052,24.8,56,0,1.54,US,1692736219
487,tarauaca,-8.1614,-70.7656,38.21,24,99,0.39,BR,1692736220
488,east ballina,-28.8667,153.5833,13.22,85,3,3.34,AU,1692736220
489,the pinery,39.4553,-104.7344,34.48,23,20,5.81,US,1692736220
490,port isabel,26.0734,-97.2086,32.05,78,100,3.6,US,1692736221
491,talagang,32.9297,72.4158,33.73,43,0,6.16,PK,1692736221
492,berbera,10.4396,45.0143,33.31,48,75,1.15,SO,1692736014
493,shimanovsk,52.0,127.7,15.43,98,100,1.33,RU,1692736222
494,portland,45.5234,-122.6762,25.05,48,75,1.54,US,1692736051
495,nagqu,31.5,92.0,4.22,75,95,0.8,CN,1692736222
496,choibalsan,48.0667,114.5,11.92,78,100,3.93,MN,1692736222
497,thunder bay,48.4001,-89.3168,17.99,72,100,6.17,CA,1692736223
498,sechura,-5.5569,-80.8222,24.74,66,92,6.04,PE,1692736223
499,acarau,-2.8856,-40.12,25.96,75,62,9.33,BR,1692736223
500,talavera,15.6167,120.9333,24.41,95,74,0.7,PH,1692736224
501,sihanoukville,10.6093,103.5296,25.97,94,40,2.06,KH,1692735967
502,ciudad bolivar,8.1222,-63.5497,36.53,34,36,3.42,VE,1692736090
503,ourem,39.6417,-8.5919,24.47,66,4,2.25,PT,1692736224
504,porto murtinho,-21.6989,-57.8825,37.41,20,6,4.57,BR,1692736224
505,benghazi,32.1167,20.0667,29.17,51,0,7.0,LY,1692735942
506,illapel,-31.6308,-71.1653,15.61,60,100,1.66,CL,1692735971
507,huarmey,-10.0681,-78.1522,22.3,75,36,4.99,PE,1692736225
508,egletons,45.4034,2.0507,26.62,71,5,1.67,FR,1692736225
509,okhotsk,59.3833,143.3,13.97,88,74,3.27,RU,1692736226
510,canto do buriti,-8.11,-42.9444,33.86,24,5,3.44,BR,1692736226
511,sao luiz gonzaga,-28.4083,-54.9608,28.0,58,0,6.07,BR,1692736057
512,oppdal,62.5943,9.6912,10.5,87,56,0.86,NO,1692736226
513,cidade velha,14.9167,-23.6167,28.26,78,75,4.12,CV,1692736226
514,al jawf,29.5,38.75,33.27,17,5,3.44,SA,1692736227
515,baraolt,46.0751,25.6003,23.2,61,10,1.32,RO,1692736227
516,hoboken,40.744,-74.0324,27.35,44,20,6.69,US,1692736227
517,manaquiri,-3.3167,-60.35,36.27,27,70,1.84,BR,1692736227
518,eastham,41.8301,-69.9739,23.11,68,2,4.02,US,1692736228
519,khandyga,62.6667,135.6,10.73,94,100,0.79,RU,1692736228
520,sydney,-33.8679,151.2073,11.88,84,40,4.63,AU,1692735938
521,posto fiscal rolim de moura,-13.0833,-62.2667,38.24,19,59,2.11,BR,1692736228
522,aleksandrovskoye,44.7142,43.0008,23.25,36,3,3.0,RU,1692736229
523,mumford,5.2618,-0.759,23.89,94,8,3.78,GH,1692736229
524,naantali,60.4674,22.0243,16.03,99,40,2.57,FI,1692736229
525,tchibanga,-2.85,11.0333,21.73,86,46,2.22,GA,1692736229
526,hoeryong,42.4428,129.7508,20.65,99,100,0.41,KP,1692736230
527,new plymouth,-39.0667,174.0833,10.45,82,5,1.26,NZ,1692736123
528,chonchi,-42.6128,-73.8092,7.56,86,100,2.59,CL,1692736230
529,tanabe,33.7333,135.3667,25.64,90,42,3.1,JP,1692736231
530,bridgewater,44.3835,-64.5155,24.5,44,5,3.6,CA,1692736231
531,luanda,-8.8368,13.2343,22.0,83,20,5.14,AO,1692736088
532,novo aripuana,-5.1206,-60.3797,37.26,24,87,1.77,BR,1692736232
533,springhill,33.006,-93.4668,38.94,24,0,3.22,US,1692736232
534,lospalos,-8.5186,127.0025,19.32,90,17,2.07,TL,1692736232
535,alice springs,-23.7,133.8833,12.9,53,0,25.48,AU,1692736233
536,dzhambeyty,50.2536,52.595,20.56,61,6,4.53,KZ,1692736233
537,ambodifotatra,-16.9833,49.85,23.65,72,2,5.31,MG,1692736233
538,sijunjung,-0.6876,100.9537,21.62,98,21,0.66,ID,1692736234
539,port augusta,-32.5,137.7667,6.69,76,0,1.73,AU,1692736234
540,talanga,14.4,-87.0833,29.3,50,100,1.57,HN,1692736234
541,nuzvid,16.7833,80.85,26.1,87,97,1.44,IN,1692736234
542,jiagedaqi,50.4167,124.1167,14.67,99,100,3.18,CN,1692736235
543,tengrela,10.4869,-6.4097,24.24,90,53,2.09,CI,1692736235
544,greeley,40.4233,-104.7091,36.84,21,0,4.12,US,1692736011
545,general acha,-37.377,-64.6043,10.4,72,100,6.82,AR,1692736236
546,santa elena de uairen,4.6167,-61.1333,25.88,58,41,3.18,VE,1692736236
547,la passe,45.5549,-0.8967,29.13,66,17,3.13,FR,1692736236
548,callao,-12.0667,-77.15,23.73,73,100,5.14,PE,1692736237
549,labytnangi,66.6572,66.4183,10.05,82,99,4.26,RU,1692736001
550,jiexiu,37.0244,111.9125,22.24,42,100,0.75,CN,1692736237
551,male,4.1748,73.5089,28.97,79,75,4.12,MV,1692736237
552,berdigestyakh,62.0989,126.6992,4.07,80,27,1.9,RU,1692736238
553,cacheu,12.2706,-16.1658,26.05,86,85,1.63,GW,1692736238
554,cradock,-32.1642,25.6192,13.51,34,51,4.91,ZA,1692736239
555,maumere,-8.6199,122.2111,23.68,75,12,0.55,ID,1692736239
556,along,28.1667,94.7667,23.76,100,100,0.61,IN,1692736239
557,sur,22.5667,59.5289,30.35,60,81,4.66,OM,1692736240
558,aljezur,37.3191,-8.8033,23.87,60,5,2.25,PT,1692736240
559,moranbah,-22.0016,148.0466,14.67,84,2,3.32,AU,1692736240
560,kos,36.8933,27.2889,25.69,76,10,1.98,GR,1692736094
561,chui,-33.6971,-53.4616,12.41,93,100,6.04,UY,1692736246
562,korla,41.7597,86.1469,27.59,20,73,3.17,CN,1692736246
563,saint-felix-de-valois,46.1668,-73.4324,24.58,56,37,1.79,CA,1692736246
564,yatou,37.15,122.3833,21.64,96,59,1.96,CN,1692736246
565,runaway bay,18.4596,-77.3357,29.86,68,9,5.65,JM,1692736247
566,essaouira,31.5125,-9.77,28.72,65,33,2.06,MA,1692736247
567,casino,-28.8667,153.05,13.09,86,41,1.57,AU,1692736247
568,berezovyy,51.6667,135.7,16.47,97,100,0.05,RU,1692736247
569,sodankyla,67.4167,26.6,10.23,78,100,1.04,FI,1692736247
570,kingston,17.997,-76.7936,32.91,72,20,4.12,JM,1692736247
571,el porvenir,13.7617,-87.3458,30.63,59,99,0.83,HN,1692736003
572,soio,-6.1349,12.3689,22.1,92,17,3.41,AO,1692736248
573,puerto madero,14.7208,-92.4215,30.11,84,75,5.14,MX,1692736248
574,three points,32.0767,-111.3137,39.2,20,12,1.55,US,1692736249
575,fredericton,45.9454,-66.6656,23.24,44,0,5.66,CA,1692736249
576,yoshkar-ola,56.6388,47.8908,12.27,90,97,2.09,RU,1692735961
577,bundaberg north,-24.8551,152.3425,13.45,99,1,0.89,AU,1692736249
578,naze,28.3667,129.4833,25.51,85,3,2.49,JP,1692736249
579,makar'yev,57.8797,43.8069,11.94,71,100,1.81,RU,1692736250
580,port alfred,-33.5906,26.891,17.75,45,59,4.44,ZA,1692736250
581,mek'ele,13.4967,39.4753,14.83,90,100,1.25,ET,1692736034
582,tongliao,43.6125,122.2653,16.76,49,0,2.19,CN,1692736086
583,lethem,3.3803,-59.7968,31.51,53,75,0.98,GY,1692736250
584,malango,-2.9627,119.9001,17.9,97,95,0.74,ID,1692736251
585,tangalle,6.024,80.7911,25.77,88,79,4.67,LK,1692736251
586,yamada,39.4667,141.95,25.91,92,4,3.41,JP,1692736251
587,guerrero negro,27.9769,-114.0611,24.44,64,7,6.79,MX,1692736251
588,international falls,48.6011,-93.411,18.41,94,100,6.17,US,1692736223
589,lazaro cardenas,17.9583,-102.2,30.59,70,3,4.49,MX,1692736119
590,kerema,-7.9631,145.7785,24.46,93,70,1.74,PG,1692736252
591,juan griego,11.0817,-63.9655,33.07,55,100,8.23,VE,1692736252
592,shibetsu,43.659,145.132,22.7,97,81,3.62,JP,1692736252
593,chiredzi,-21.05,31.6667,24.33,21,0,3.11,ZW,1692736252
594,salinopolis,-0.6136,-47.3561,27.28,76,39,6.69,BR,1692736252
595,zhaotong,27.3167,103.7167,15.0,86,92,1.19,CN,1692736253
596,cole harbour,44.6724,-63.4751,23.87,52,13,3.6,CA,1692736253
597,gaspe,48.8334,-64.4819,19.12,39,20,5.14,CA,1692736049
598,san andres,12.5847,-81.7006,30.01,79,75,3.6,CO,1692736253
599,dubbo,-32.25,148.6167,4.07,93,0,2.57,AU,1692736254
600,coquimbo,-29.9533,-71.3436,19.85,55,0,6.17,CL,1692736028
601,sulecin,52.4443,15.1168,16.05,76,13,0.67,PL,1692736254
602,dolores,-36.3132,-57.6792,10.42,74,56,3.03,AR,1692736254
603,maintirano,-18.0667,44.0167,23.3,77,1,0.45,MG,1692736255
604,pontianak,-0.0333,109.3333,24.99,94,75,1.03,ID,1692736255
605,eforie sud,44.0229,28.6494,25.45,70,0,2.13,RO,1692736255
606,phan rang-thap cham,11.5667,108.9833,25.73,79,71,1.95,VN,1692736256
607,siasi,5.5462,120.8145,27.41,79,94,2.96,PH,1692736256
608,lal bahadur nagar,17.3477,78.5576,25.66,78,75,4.12,IN,1692736086
609,ulaangom,49.9811,92.0667,14.12,61,85,0.13,MN,1692736256
610,kogalym,62.2654,74.4791,10.82,95,100,3.0,RU,1692736256
611,miyaly,48.8844,53.7836,24.7,45,8,3.63,KZ,1692736257
612,guasdualito,7.2424,-70.7324,32.98,55,20,1.03,VE,1692736257
613,cidreira,-30.1811,-50.2056,26.39,58,1,6.05,BR,1692736257
614,guatire,10.4762,-66.5427,31.78,76,100,1.71,VE,1692736257
615,holyhead,53.3062,-4.6321,17.21,88,100,6.17,GB,1692736257
